entity_id,entity_type,expected_classification,expected_match_target,notes
ORD4540,order,clean,,matches 1:1 with its payment
ORD4541,order,clean,,matches 1:1 with its payment
ORD4542,order,clean,,matches 1:1 with its payment
ORD4543,order,clean,,matches 1:1 with its payment
ORD4544,order,clean,,matches 1:1 with its payment
ORD4545,order,clean,,matches 1:1 with its payment
ORD4546,order,clean,,matches 1:1 with its payment
ORD4547,order,clean,,matches 1:1 with its payment
ORD4548,order,clean,,matches 1:1 with its payment
ORD4549,order,clean,,matches 1:1 with its payment
ORD4550,order,clean,,matches 1:1 with its payment
ORD4551,order,clean,,matches 1:1 with its payment
ORD4552,order,clean,,matches 1:1 with its payment
ORD4553,order,clean,,matches 1:1 with its payment
ORD4554,order,clean,,matches 1:1 with its payment
ORD4555,order,clean,,matches 1:1 with its payment
ORD4556,order,clean,,matches 1:1 with its payment
ORD4557,order,clean,,matches 1:1 with its payment
ORD4558,order,clean,,matches 1:1 with its payment
ORD4559,order,clean,,matches 1:1 with its payment
ORD4560,order,clean,,matches 1:1 with its payment
ORD4561,order,clean,,matches 1:1 with its payment
ORD4562,order,clean,,matches 1:1 with its payment
ORD4563,order,clean,,matches 1:1 with its payment
ORD4564,order,clean,,matches 1:1 with its payment
ORD4565,order,clean,,matches 1:1 with its payment
ORD4566,order,clean,,matches 1:1 with its payment
ORD4567,order,clean,,matches 1:1 with its payment
ORD4568,order,clean,,matches 1:1 with its payment
ORD4569,order,clean,,matches 1:1 with its payment
ORD4570,order,clean,,matches 1:1 with its payment
ORD4571,order,clean,,matches 1:1 with its payment
ORD4572,order,clean,,matches 1:1 with its payment
ORD4573,order,clean,,matches 1:1 with its payment
ORD4574,order,clean,,matches 1:1 with its payment
ORD4575,order,clean,,matches 1:1 with its payment
ORD4576,order,clean,,matches 1:1 with its payment
ORD4577,order,clean,,matches 1:1 with its payment
ORD4578,order,clean,,matches 1:1 with its payment
ORD4579,order,clean,,matches 1:1 with its payment
ORD4580,order,clean,,matches 1:1 with its payment
ORD4581,order,clean,,matches 1:1 with its payment
ORD4582,order,clean,,matches 1:1 with its payment
ORD4583,order,clean,,matches 1:1 with its payment
ORD4584,order,clean,,matches 1:1 with its payment
ORD4585,order,clean,,matches 1:1 with its payment
ORD4586,order,clean,,matches 1:1 with its payment
ORD4587,order,clean,,matches 1:1 with its payment
ORD4588,order,clean,,matches 1:1 with its payment
ORD4589,order,clean,,matches 1:1 with its payment
ORD4590,order,missing_payment,,REAL BREAK: order marked paid but no gateway record exists
ORD4591,order,clean,,matches 1:1 with its payment
ORD4592,order,refund,pay_000593,full refund; net settlement contribution is negative
ORD4593,order,clean,,matches 1:1 with its payment
ORD4594,order,clean,,matches 1:1 with its payment
ORD4595,order,clean,,matches 1:1 with its payment
ORD4596,order,clean,,matches 1:1 with its payment
ORD4597,order,clean,,matches 1:1 with its payment
ORD4598,order,clean,,matches 1:1 with its payment
ORD4599,order,clean,,matches 1:1 with its payment
ORD4600,order,clean,,matches 1:1 with its payment
ORD4601,order,clean,,matches 1:1 with its payment
ORD4602,order,clean,,matches 1:1 with its payment
ORD4603,order,clean,,matches 1:1 with its payment
ORD4604,order,clean,,matches 1:1 with its payment
ORD4605,order,clean,,matches 1:1 with its payment
ORD4606,order,clean,,matches 1:1 with its payment
ORD4607,order,clean,,matches 1:1 with its payment
ORD4608,order,clean,,matches 1:1 with its payment
ORD4609,order,clean,,matches 1:1 with its payment
ORD4610,order,clean,,matches 1:1 with its payment
ORD4611,order,clean,,matches 1:1 with its payment
ORD4612,order,clean,,matches 1:1 with its payment
ORD4613,order,clean,,matches 1:1 with its payment
ORD4614,order,clean,,matches 1:1 with its payment
ORD4615,order,clean,,matches 1:1 with its payment
ORD4616,order,clean,,matches 1:1 with its payment
ORD4617,order,clean,,matches 1:1 with its payment
ORD4618,order,clean,,matches 1:1 with its payment
ORD4619,order,clean,,matches 1:1 with its payment
ORD4620,order,clean,,matches 1:1 with its payment
ORD4621,order,clean,,matches 1:1 with its payment
ORD4622,order,clean,,matches 1:1 with its payment
ORD4623,order,clean,,matches 1:1 with its payment
ORD4624,order,clean,,matches 1:1 with its payment
ORD4625,order,clean,,matches 1:1 with its payment
ORD4626,order,clean,,matches 1:1 with its payment
ORD4627,order,clean,,matches 1:1 with its payment
ORD4628,order,clean,,matches 1:1 with its payment
ORD4629,order,clean,,matches 1:1 with its payment
ORD4630,order,clean,,matches 1:1 with its payment
ORD4631,order,clean,,matches 1:1 with its payment
ORD4632,order,clean,,matches 1:1 with its payment
ORD4633,order,clean,,matches 1:1 with its payment
ORD4634,order,clean,,matches 1:1 with its payment
ORD4635,order,clean,,matches 1:1 with its payment
ORD4636,order,clean,,matches 1:1 with its payment
ORD4637,order,clean,,matches 1:1 with its payment
ORD4638,order,clean,,matches 1:1 with its payment
ORD4639,order,clean,,matches 1:1 with its payment
ORD4640,order,clean,,matches 1:1 with its payment
ORD4641,order,clean,,matches 1:1 with its payment
ORD4642,order,clean,,matches 1:1 with its payment
ORD4643,order,clean,,matches 1:1 with its payment
ORD4644,order,clean,,matches 1:1 with its payment
ORD4645,order,fee_mismatch,pay_000646,gateway fee exceeds rule for card by 1.50
ORD4646,order,clean,,matches 1:1 with its payment
ORD4647,order,clean,,matches 1:1 with its payment
ORD4648,order,clean,,matches 1:1 with its payment
ORD4649,order,clean,,matches 1:1 with its payment
ORD4650,order,clean,,matches 1:1 with its payment
ORD4651,order,clean,,matches 1:1 with its payment
ORD4652,order,clean,,matches 1:1 with its payment
ORD4653,order,clean,,matches 1:1 with its payment
ORD4654,order,clean,,matches 1:1 with its payment
ORD4655,order,clean,,matches 1:1 with its payment
ORD4656,order,clean,,matches 1:1 with its payment
ORD4657,order,clean,,matches 1:1 with its payment
ORD4658,order,clean,,matches 1:1 with its payment
ORD4659,order,clean,,matches 1:1 with its payment
ORD4660,order,clean,,matches 1:1 with its payment
ORD4661,order,clean,,matches 1:1 with its payment
ORD4662,order,clean,,matches 1:1 with its payment
ORD4663,order,clean,,matches 1:1 with its payment
ORD4664,order,clean,,matches 1:1 with its payment
ORD4665,order,clean,,matches 1:1 with its payment
ORD4666,order,clean,,matches 1:1 with its payment
ORD4667,order,clean,,matches 1:1 with its payment
ORD4668,order,clean,,matches 1:1 with its payment
ORD4669,order,clean,,matches 1:1 with its payment
ORD4670,order,clean,,matches 1:1 with its payment
ORD4671,order,clean,,matches 1:1 with its payment
ORD4672,order,clean,,matches 1:1 with its payment
ORD4673,order,clean,,matches 1:1 with its payment
ORD4674,order,clean,,matches 1:1 with its payment
ORD4675,order,clean,,matches 1:1 with its payment
ORD4676,order,clean,,matches 1:1 with its payment
ORD4677,order,clean,,matches 1:1 with its payment
ORD4678,order,clean,,matches 1:1 with its payment
ORD4679,order,clean,,matches 1:1 with its payment
ORD4680,order,clean,,matches 1:1 with its payment
ORD4681,order,clean,,matches 1:1 with its payment
ORD4682,order,clean,,matches 1:1 with its payment
ORD4683,order,clean,,matches 1:1 with its payment
ORD4684,order,clean,,matches 1:1 with its payment
ORD4685,order,clean,,matches 1:1 with its payment
ORD4686,order,clean,,matches 1:1 with its payment
ORD4687,order,clean,,matches 1:1 with its payment
ORD4688,order,clean,,matches 1:1 with its payment
ORD4689,order,clean,,matches 1:1 with its payment
ORD4690,order,clean,,matches 1:1 with its payment
ORD4691,order,clean,,matches 1:1 with its payment
ORD4692,order,clean,,matches 1:1 with its payment
ORD4693,order,clean,,matches 1:1 with its payment
ORD4694,order,clean,,matches 1:1 with its payment
ORD4695,order,clean,,matches 1:1 with its payment
ORD4696,order,clean,,matches 1:1 with its payment
ORD4697,order,clean,,matches 1:1 with its payment
ORD4698,order,clean,,matches 1:1 with its payment
ORD4699,order,clean,,matches 1:1 with its payment
ORD4700,order,clean,,matches 1:1 with its payment
ORD4701,order,clean,,matches 1:1 with its payment
ORD4702,order,clean,,matches 1:1 with its payment
ORD4703,order,clean,,matches 1:1 with its payment
ORD4704,order,clean,,matches 1:1 with its payment
ORD4705,order,clean,,matches 1:1 with its payment
ORD4706,order,clean,,matches 1:1 with its payment
ORD4707,order,clean,,matches 1:1 with its payment
ORD4708,order,clean,,matches 1:1 with its payment
ORD4709,order,clean,,matches 1:1 with its payment
ORD4710,order,clean,,matches 1:1 with its payment
ORD4711,order,clean,,matches 1:1 with its payment
ORD4712,order,clean,,matches 1:1 with its payment
ORD4713,order,clean,,matches 1:1 with its payment
ORD4714,order,clean,,matches 1:1 with its payment
ORD4715,order,clean,,matches 1:1 with its payment
ORD4716,order,clean,,matches 1:1 with its payment
ORD4717,order,clean,,matches 1:1 with its payment
ORD4718,order,clean,,matches 1:1 with its payment
ORD4719,order,clean,,matches 1:1 with its payment
ORD4720,order,clean,,matches 1:1 with its payment
ORD4721,order,clean,,matches 1:1 with its payment
ORD4722,order,clean,,matches 1:1 with its payment
ORD4723,order,clean,,matches 1:1 with its payment
ORD4724,order,clean,,matches 1:1 with its payment
ORD4725,order,clean,,matches 1:1 with its payment
ORD4726,order,clean,,matches 1:1 with its payment
ORD4727,order,clean,,matches 1:1 with its payment
ORD4728,order,clean,,matches 1:1 with its payment
ORD4729,order,clean,,matches 1:1 with its payment
ORD4730,order,clean,,matches 1:1 with its payment
ORD4731,order,clean,,matches 1:1 with its payment
ORD4732,order,clean,,matches 1:1 with its payment
ORD4733,order,clean,,matches 1:1 with its payment
ORD4734,order,clean,,matches 1:1 with its payment
ORD4735,order,clean,,matches 1:1 with its payment
ORD4736,order,clean,,matches 1:1 with its payment
ORD4737,order,clean,,matches 1:1 with its payment
ORD4738,order,clean,,matches 1:1 with its payment
ORD4739,order,clean,,matches 1:1 with its payment
ORD4740,order,clean,,matches 1:1 with its payment
ORD4741,order,clean,,matches 1:1 with its payment
ORD4742,order,failed_payment,pay_000743,payment attempt failed; no bank credit will ever exist
ORD4743,order,clean,,matches 1:1 with its payment
ORD4744,order,clean,,matches 1:1 with its payment
ORD4745,order,partial_refund,,partial refund of 225.00 against 450.00
ORD4746,order,clean,,matches 1:1 with its payment
ORD4747,order,clean,,matches 1:1 with its payment
ORD4748,order,clean,,matches 1:1 with its payment
ORD4749,order,clean,,matches 1:1 with its payment
ORD4750,order,clean,,matches 1:1 with its payment
ORD4751,order,clean,,matches 1:1 with its payment
ORD4752,order,clean,,matches 1:1 with its payment
ORD4753,order,clean,,matches 1:1 with its payment
ORD4754,order,clean,,matches 1:1 with its payment
ORD4755,order,clean,,matches 1:1 with its payment
ORD4756,order,clean,,matches 1:1 with its payment
ORD4757,order,clean,,matches 1:1 with its payment
ORD4758,order,clean,,matches 1:1 with its payment
ORD4759,order,clean,,matches 1:1 with its payment
ORD4760,order,clean,,matches 1:1 with its payment
ORD4761,order,clean,,matches 1:1 with its payment
ORD4762,order,clean,,matches 1:1 with its payment
ORD4763,order,clean,,matches 1:1 with its payment
ORD4764,order,clean,,matches 1:1 with its payment
ORD4765,order,clean,,matches 1:1 with its payment
ORD4766,order,clean,,matches 1:1 with its payment
ORD4767,order,clean,,matches 1:1 with its payment
ORD4768,order,clean,,matches 1:1 with its payment
ORD4769,order,clean,,matches 1:1 with its payment
ORD4770,order,clean,,matches 1:1 with its payment
ORD4771,order,clean,,matches 1:1 with its payment
ORD4772,order,clean,,matches 1:1 with its payment
ORD4773,order,clean,,matches 1:1 with its payment
ORD4774,order,clean,,matches 1:1 with its payment
ORD4775,order,clean,,matches 1:1 with its payment
ORD4776,order,clean,,matches 1:1 with its payment
ORD4777,order,clean,,matches 1:1 with its payment
ORD4778,order,clean,,matches 1:1 with its payment
ORD4779,order,chargeback,,"chargeback reverses the sale in a LATER settlement period, plus a penalty fee"
ORD4780,order,clean,,matches 1:1 with its payment
ORD4781,order,clean,,matches 1:1 with its payment
ORD4782,order,clean,,matches 1:1 with its payment
ORD4783,order,clean,,matches 1:1 with its payment
ORD4784,order,clean,,matches 1:1 with its payment
ORD4785,order,clean,,matches 1:1 with its payment
ORD4786,order,clean,,matches 1:1 with its payment
ORD4787,order,clean,,matches 1:1 with its payment
ORD4788,order,clean,,matches 1:1 with its payment
ORD4789,order,clean,,matches 1:1 with its payment
ORD4790,order,clean,,matches 1:1 with its payment
ORD4791,order,clean,,matches 1:1 with its payment
ORD4792,order,clean,,matches 1:1 with its payment
ORD4793,order,clean,,matches 1:1 with its payment
ORD4794,order,clean,,matches 1:1 with its payment
ORD4795,order,clean,,matches 1:1 with its payment
ORD4796,order,failed_payment,pay_000797,payment attempt failed; no bank credit will ever exist
ORD4797,order,clean,,matches 1:1 with its payment
ORD4798,order,clean,,matches 1:1 with its payment
ORD4799,order,clean,,matches 1:1 with its payment
ORD4800,order,clean,,matches 1:1 with its payment
ORD4801,order,clean,,matches 1:1 with its payment
ORD4802,order,clean,,matches 1:1 with its payment
ORD4803,order,clean,,matches 1:1 with its payment
ORD4804,order,clean,,matches 1:1 with its payment
ORD4805,order,clean,,matches 1:1 with its payment
ORD4806,order,clean,,matches 1:1 with its payment
ORD4807,order,clean,,matches 1:1 with its payment
ORD4808,order,clean,,matches 1:1 with its payment
ORD4809,order,clean,,matches 1:1 with its payment
ORD4810,order,clean,,matches 1:1 with its payment
ORD4811,order,rounding_noise,pay_000812,"1 paise fee drift from a different rounding rule; must be tolerated, not reported"
ORD4812,order,clean,,matches 1:1 with its payment
ORD4813,order,clean,,matches 1:1 with its payment
ORD4814,order,clean,,matches 1:1 with its payment
ORD4815,order,clean,,matches 1:1 with its payment
ORD4816,order,missing_payment,,REAL BREAK: order marked paid but no gateway record exists
ORD4817,order,clean,,matches 1:1 with its payment
ORD4818,order,clean,,matches 1:1 with its payment
ORD4819,order,clean,,matches 1:1 with its payment
ORD4820,order,clean,,matches 1:1 with its payment
ORD4821,order,clean,,matches 1:1 with its payment
ORD4822,order,clean,,matches 1:1 with its payment
ORD4823,order,clean,,matches 1:1 with its payment
ORD4824,order,clean,,matches 1:1 with its payment
ORD4825,order,clean,,matches 1:1 with its payment
ORD4826,order,clean,,matches 1:1 with its payment
ORD4827,order,clean,,matches 1:1 with its payment
ORD4828,order,clean,,matches 1:1 with its payment
ORD4829,order,clean,,matches 1:1 with its payment
ORD4830,order,clean,,matches 1:1 with its payment
ORD4831,order,clean,,matches 1:1 with its payment
ORD4832,order,clean,,matches 1:1 with its payment
ORD4833,order,clean,,matches 1:1 with its payment
ORD4834,order,clean,,matches 1:1 with its payment
ORD4835,order,clean,,matches 1:1 with its payment
ORD4836,order,clean,,matches 1:1 with its payment
ORD4837,order,clean,,matches 1:1 with its payment
ORD4838,order,clean,,matches 1:1 with its payment
ORD4839,order,clean,,matches 1:1 with its payment
ORD4840,order,clean,,matches 1:1 with its payment
ORD4841,order,clean,,matches 1:1 with its payment
ORD4842,order,clean,,matches 1:1 with its payment
ORD4843,order,clean,,matches 1:1 with its payment
ORD4844,order,clean,,matches 1:1 with its payment
ORD4845,order,clean,,matches 1:1 with its payment
ORD4846,order,clean,,matches 1:1 with its payment
ORD4847,order,clean,,matches 1:1 with its payment
ORD4848,order,clean,,matches 1:1 with its payment
ORD4849,order,clean,,matches 1:1 with its payment
ORD4850,order,clean,,matches 1:1 with its payment
ORD4851,order,clean,,matches 1:1 with its payment
ORD4852,order,clean,,matches 1:1 with its payment
ORD4853,order,clean,,matches 1:1 with its payment
ORD4854,order,clean,,matches 1:1 with its payment
ORD4855,order,clean,,matches 1:1 with its payment
ORD4856,order,clean,,matches 1:1 with its payment
ORD4857,order,clean,,matches 1:1 with its payment
ORD4858,order,clean,,matches 1:1 with its payment
ORD4859,order,clean,,matches 1:1 with its payment
ORD4860,order,clean,,matches 1:1 with its payment
ORD4861,order,clean,,matches 1:1 with its payment
ORD4862,order,clean,,matches 1:1 with its payment
ORD4863,order,clean,,matches 1:1 with its payment
ORD4864,order,clean,,matches 1:1 with its payment
ORD4865,order,clean,,matches 1:1 with its payment
ORD4866,order,clean,,matches 1:1 with its payment
ORD4867,order,clean,,matches 1:1 with its payment
ORD4868,order,clean,,matches 1:1 with its payment
ORD4869,order,clean,,matches 1:1 with its payment
ORD4870,order,clean,,matches 1:1 with its payment
ORD4871,order,clean,,matches 1:1 with its payment
ORD4872,order,clean,,matches 1:1 with its payment
ORD4873,order,clean,,matches 1:1 with its payment
ORD4874,order,clean,,matches 1:1 with its payment
ORD4875,order,clean,,matches 1:1 with its payment
ORD4876,order,clean,,matches 1:1 with its payment
ORD4877,order,clean,,matches 1:1 with its payment
ORD4878,order,clean,,matches 1:1 with its payment
ORD4879,order,clean,,matches 1:1 with its payment
ORD4880,order,clean,,matches 1:1 with its payment
ORD4881,order,clean,,matches 1:1 with its payment
ORD4882,order,clean,,matches 1:1 with its payment
ORD4883,order,clean,,matches 1:1 with its payment
ORD4884,order,clean,,matches 1:1 with its payment
ORD4885,order,clean,,matches 1:1 with its payment
ORD4886,order,clean,,matches 1:1 with its payment
ORD4887,order,clean,,matches 1:1 with its payment
ORD4888,order,clean,,matches 1:1 with its payment
ORD4889,order,clean,,matches 1:1 with its payment
ORD4890,order,clean,,matches 1:1 with its payment
ORD4891,order,clean,,matches 1:1 with its payment
ORD4892,order,clean,,matches 1:1 with its payment
ORD4893,order,clean,,matches 1:1 with its payment
ORD4894,order,clean,,matches 1:1 with its payment
ORD4895,order,refund,pay_000896,full refund; net settlement contribution is negative
ORD4896,order,clean,,matches 1:1 with its payment
ORD4897,order,clean,,matches 1:1 with its payment
ORD4898,order,clean,,matches 1:1 with its payment
ORD4899,order,clean,,matches 1:1 with its payment
ORD4900,order,clean,,matches 1:1 with its payment
ORD4901,order,clean,,matches 1:1 with its payment
ORD4902,order,clean,,matches 1:1 with its payment
ORD4903,order,clean,,matches 1:1 with its payment
ORD4904,order,clean,,matches 1:1 with its payment
ORD4905,order,clean,,matches 1:1 with its payment
ORD4906,order,clean,,matches 1:1 with its payment
ORD4907,order,clean,,matches 1:1 with its payment
ORD4908,order,clean,,matches 1:1 with its payment
ORD4909,order,clean,,matches 1:1 with its payment
ORD4910,order,clean,,matches 1:1 with its payment
ORD4911,order,clean,,matches 1:1 with its payment
ORD4912,order,clean,,matches 1:1 with its payment
ORD4913,order,clean,,matches 1:1 with its payment
ORD4914,order,clean,,matches 1:1 with its payment
ORD4915,order,clean,,matches 1:1 with its payment
ORD4916,order,clean,,matches 1:1 with its payment
ORD4917,order,clean,,matches 1:1 with its payment
ORD4918,order,clean,,matches 1:1 with its payment
ORD4919,order,clean,,matches 1:1 with its payment
ORD4920,order,clean,,matches 1:1 with its payment
ORD4921,order,clean,,matches 1:1 with its payment
ORD4922,order,clean,,matches 1:1 with its payment
ORD4923,order,clean,,matches 1:1 with its payment
ORD4924,order,clean,,matches 1:1 with its payment
ORD4925,order,clean,,matches 1:1 with its payment
ORD4926,order,clean,,matches 1:1 with its payment
ORD4927,order,clean,,matches 1:1 with its payment
ORD4928,order,clean,,matches 1:1 with its payment
ORD4929,order,clean,,matches 1:1 with its payment
ORD4930,order,clean,,matches 1:1 with its payment
ORD4931,order,clean,,matches 1:1 with its payment
ORD4932,order,clean,,matches 1:1 with its payment
ORD4933,order,clean,,matches 1:1 with its payment
ORD4934,order,clean,,matches 1:1 with its payment
ORD4935,order,clean,,matches 1:1 with its payment
ORD4936,order,clean,,matches 1:1 with its payment
ORD4937,order,clean,,matches 1:1 with its payment
ORD4938,order,clean,,matches 1:1 with its payment
ORD4939,order,clean,,matches 1:1 with its payment
ORD4940,order,clean,,matches 1:1 with its payment
ORD4941,order,clean,,matches 1:1 with its payment
ORD4942,order,clean,,matches 1:1 with its payment
ORD4943,order,clean,,matches 1:1 with its payment
ORD4944,order,clean,,matches 1:1 with its payment
ORD4945,order,clean,,matches 1:1 with its payment
ORD4946,order,clean,,matches 1:1 with its payment
ORD4947,order,clean,,matches 1:1 with its payment
ORD4948,order,clean,,matches 1:1 with its payment
ORD4949,order,clean,,matches 1:1 with its payment
ORD4950,order,clean,,matches 1:1 with its payment
ORD4951,order,clean,,matches 1:1 with its payment
ORD4952,order,rounding_noise,pay_000953,"1 paise fee drift from a different rounding rule; must be tolerated, not reported"
ORD4953,order,clean,,matches 1:1 with its payment
ORD4954,order,clean,,matches 1:1 with its payment
ORD4955,order,clean,,matches 1:1 with its payment
ORD4956,order,clean,,matches 1:1 with its payment
ORD4957,order,clean,,matches 1:1 with its payment
ORD4958,order,clean,,matches 1:1 with its payment
ORD4959,order,clean,,matches 1:1 with its payment
ORD4960,order,clean,,matches 1:1 with its payment
ORD4961,order,clean,,matches 1:1 with its payment
ORD4962,order,clean,,matches 1:1 with its payment
ORD4963,order,refund,pay_000964,full refund; net settlement contribution is negative
ORD4964,order,clean,,matches 1:1 with its payment
ORD4965,order,clean,,matches 1:1 with its payment
ORD4966,order,clean,,matches 1:1 with its payment
ORD4967,order,clean,,matches 1:1 with its payment
ORD4968,order,clean,,matches 1:1 with its payment
ORD4969,order,clean,,matches 1:1 with its payment
ORD4970,order,clean,,matches 1:1 with its payment
ORD4971,order,clean,,matches 1:1 with its payment
ORD4972,order,clean,,matches 1:1 with its payment
ORD4973,order,clean,,matches 1:1 with its payment
ORD4974,order,clean,,matches 1:1 with its payment
ORD4975,order,fee_mismatch,pay_000976,gateway fee exceeds rule for netbanking by 1.50
ORD4976,order,clean,,matches 1:1 with its payment
ORD4977,order,clean,,matches 1:1 with its payment
ORD4978,order,clean,,matches 1:1 with its payment
ORD4979,order,clean,,matches 1:1 with its payment
ORD4980,order,clean,,matches 1:1 with its payment
ORD4981,order,clean,,matches 1:1 with its payment
ORD4982,order,clean,,matches 1:1 with its payment
ORD4983,order,clean,,matches 1:1 with its payment
ORD4984,order,clean,,matches 1:1 with its payment
ORD4985,order,clean,,matches 1:1 with its payment
ORD4986,order,clean,,matches 1:1 with its payment
ORD4987,order,clean,,matches 1:1 with its payment
ORD4988,order,clean,,matches 1:1 with its payment
ORD4989,order,clean,,matches 1:1 with its payment
ORD4990,order,clean,,matches 1:1 with its payment
ORD4991,order,clean,,matches 1:1 with its payment
ORD4992,order,clean,,matches 1:1 with its payment
ORD4993,order,clean,,matches 1:1 with its payment
ORD4994,order,clean,,matches 1:1 with its payment
ORD4995,order,clean,,matches 1:1 with its payment
ORD4996,order,clean,,matches 1:1 with its payment
ORD4997,order,clean,,matches 1:1 with its payment
ORD4998,order,clean,,matches 1:1 with its payment
ORD4999,order,clean,,matches 1:1 with its payment
pay_000207,txn,net_arithmetic_error,ORD4206,gross - fee - gst != net; the gateway's own row is internally inconsistent
pay_000359,txn,net_arithmetic_error,ORD4358,gross - fee - gst != net; the gateway's own row is internally inconsistent
